KatpointTargets,ProposalId,StartTime,CaptureBlockId,Description,Duration,CAS.ProductTransferStatus,Public,NumFreqChannels,Targets,MinFreq,MaxFreq
"J0408-6545 | 0408-658\, radec fluxcal bpcal delaycal\, 4:08:20.38\, -65:45:09.1,J1239-1023 | 1237-101\, radec gaincal\, 12:39:43.06\, -10:23:28.7,J1254-10a\, radec target\, 12:54:23.75\, -10:32:13.9,J1130-1449 | 1127-145\, radec polcal\, 11:30:07.05\, -14:49:27.4",SCI-20180516-EB-01,2021-03-10T19:22:37Z,1615404069,MHONGOOSE J1254-10a rising 2,20087.5,SPOOLED,,4096,"J0408-6545,0408-658,J1239-1023,1237-101,J1254-10a,J1130-1449,1127-145",8.56E8,1.712E9
"J0408-6545 | 0408-658\, radec fluxcal bpcal delaycal\, 4:08:20.38\, -65:45:09.1,J1120-2508 | 1117-248\, radec gaincal\, 11:20:09.12\, -25:08:07.8,GRB191221B\, radec target\, 10:19:19.00\, -38:09:27.0",DDT-20200120-MB-01,2021-03-10T17:32:35Z,1615397466,Observations of GRB191221B,3542.5,SPOOLED,true,4096,"J0408-6545,0408-658,J1120-2508,1117-248,GRB191221B",8.56E8,1.712E9
"J0408-6545 | 0408-658\, radec fluxcal bpcal delaycal\, 4:08:20.38\, -65:45:09.1,J0521+1638 | 3C138\, radec polcal\, 5:21:09.89\, 16:38:22.1,J1120-2508 | 1117-248\, radec gaincal\, 11:20:09.12\, -25:08:07.8,Antlia01\, radec target\, 10:29:20.40\, -34:23:03.0,Antlia02\, radec target\, 10:32:30.40\, -34:23:03.0,Antlia03\, radec target\, 10:27:45.40\, -34:56:38.0,Antlia04\, radec target\, 10:30:55.40\, -34:56:38.0,Antlia05\, radec target\, 10:34:05.50\, -34:56:38.0,Antlia06\, radec target\, 10:26:10.30\, -35:30:12.0,Antlia07\, radec target\, 10:29:20.40\, -35:30:12.0,Antlia08\, radec target\, 10:32:30.40\, -35:30:12.0,Antlia09\, radec target\, 10:27:45.40\, -36:03:46.0,Antlia10\, radec target\, 10:30:55.40\, -36:03:46.0,J1130-1449 | 1127-145\, radec polcal\, 11:30:07.05\, -14:49:27.4,J1939-6342 | 1934-638\, radec fluxcal bpcal delaycal\, 19:39:25.03\, -63:42:45.6",SCI-20210212-KH-01,2021-03-09T17:41:11Z,1615311617,Antlia Cluster in HIgh def (7),23981.85,SPOOLED,,32768,"J0408-6545,0408-658,J0521+1638,3C138,J1120-2508,1117-248,Antlia01,Antlia02,Antlia03,Antlia04,Antlia05,Antlia06,Antlia07,Antlia08,Antlia09,Antlia10,J1130-1449,1127-145,J1939-6342,1934-638",8.56E8,1.712E9
"J0408-6545 | 0408-658\, radec fluxcal bpcal delaycal\, 4:08:20.38\, -65:45:09.1,J0423-0120 | 0420-014\, radec gaincal\, 4:23:15.80\, -1:20:33.1,J0443-05\, radec target\, 4:43:43.90\, -5:19:09.9",SCI-20210212-MM-01,2021-03-09T13:03:58Z,1615294868,Group J0443-05 Rising,10683.48,SPOOLED,,32768,"J0408-6545,0408-658,J0423-0120,0420-014,J0443-05",8.56E8,1.712E9
"J1939-6342 | PKS 1934-63\, radec delaycal bpcal\, 19:39:25.03\, -63:42:45.7\, (200.0 12000.0 -11.11 7.777 -1.231)",EXT-20210822-OW-01,2021-03-09T08:09:14Z,1615277350,RTS: 3.1.2.1 S-band Interferometric Phase Stability,7208.23,SPOOLED,,4096,"J1939-6342,PKS 1934-63",2.625E9,3.5E9
"J1227-6208\, radec Pulsars\, 12:27:00.44\, -62:08:43.8,J1618-3921\, radec Pulsars\, 16:18:18.82\, -39:21:01.8,J1528-3146\, radec Pulsars\, 15:28:34.95\, -31:46:06.9",SCI-20180516-MB-03,2021-03-09T05:02:42Z,1615266079,MeerTime Relbin L-band 2021-03 part 1 repeat,6273.19,SPOOLED,,1024,"J1227-6208,J1618-3921,J1528-3146",8.56E8,1.712E9
"J1939-6342_S\, radec\, 19:39:25.03\, -63:52:45.5,J1939-6342_O | PKS 1934-63\, radec delaycal bpcal\, 19:39:25.03\, -63:42:45.7\, (200.0 12000.0 -11.11 7.777 -1.231),J1939-6342_N\, radec\, 19:39:25.03\, -63:32:45.9",SCI-20180516-MB-93,2021-03-09T04:52:53Z,1615265568,Fluxcal J1939-6342,256.05,SPOOLED,,1024,"J1939-6342_S,J1939-6342_O,PKS 1934-63,J1939-6342_N",8.56E8,1.712E9
"J1939-6342 | PKS1934-638 | PKS 1934-63\, radec bfcal single_accumulation\, 19:39:25.03\, -63:42:45.6\, (408.0 8640.0 -30.76 26.49 -7.098 0.6053)",SCI-20180516-MB-93,2021-03-09T04:44:15Z,1615265052,Meertime phase up with flatten bandpass,408.08,SPOOLED,,1024,"J1939-6342,PKS1934-638,PKS 1934-63",8.56E8,1.712E9
"J1727-2946\, radec Pulsars\, 17:27:15.09\, -29:46:36.8",SCI-20180516-MB-03,2021-03-09T03:16:38Z,1615259711,MeerTime Relbin U-band 2021-03 J1727-2946,3657.42,SPOOLED,,1024,J1727-2946,5.44E8,1.088E9
"J1939-6342_S\, radec\, 19:39:25.03\, -63:52:45.5,J1939-6342_O | PKS 1934-63\, radec delaycal bpcal\, 19:39:25.03\, -63:42:45.7\, (200.0 12000.0 -11.11 7.777 -1.231),J1939-6342_N\, radec\, 19:39:25.03\, -63:32:45.9",SCI-20180516-MB-93,2021-03-09T03:09:10Z,1615259344,Fluxcal J1939-6342,256.1,SPOOLED,,1024,"J1939-6342_S,J1939-6342_O,PKS 1934-63,J1939-6342_N",5.44E8,1.088E9
"J1939-6342 | PKS1934-638 | PKS 1934-63\, radec bfcal single_accumulation\, 19:39:25.03\, -63:42:45.6\, (408.0 8640.0 -30.76 26.49 -7.098 0.6053)",SCI-20180516-MB-93,2021-03-09T03:00:30Z,1615258824,Meertime phase up with flatten bandpass,408.16,SPOOLED,,1024,"J1939-6342,PKS1934-638,PKS 1934-63",5.44E8,1.088E9
"J0408-6545 | 0408-658\, radec fluxcal bpcal delaycal\, 4:08:20.38\, -65:45:09.1,J1239-1023 | 1237-101\, radec gaincal\, 12:39:43.06\, -10:23:28.7,J1254-10a\, radec target\, 12:54:23.75\, -10:32:13.9,J1130-1449 | 1127-145\, radec polcal\, 11:30:07.05\, -14:49:27.4",SCI-20180516-EB-01,2021-03-08T20:47:47Z,1615236375,MHONGOOSE J1254-10a rising 1,20081.86,SPOOLED,,32768,"J0408-6545,0408-658,J1239-1023,1237-101,J1254-10a,J1130-1449,1127-145",1.33649999983E9,1.44349999983E9
"J0408-6545 | 0408-658\, radec fluxcal bpcal delaycal\, 4:08:20.38\, -65:45:09.1,J1239-1023 | 1237-101\, radec gaincal\, 12:39:43.06\, -10:23:28.7,J1254-10a\, radec target\, 12:54:23.75\, -10:32:13.9,J1130-1449 | 1127-145\, radec polcal\, 11:30:07.05\, -14:49:27.4",SCI-20180516-EB-01,2021-03-08T20:47:38Z,1615236372,MHONGOOSE J1254-10a rising 1,20095.5,SPOOLED,,4096,"J0408-6545,0408-658,J1239-1023,1237-101,J1254-10a,J1130-1449,1127-145",8.56E8,1.712E9
"J0940.3-7610\, radec target\, 9:40:23.79\, -76:10:00.1,J0838.7-2827\, radec target\, 8:38:50.42\, -28:27:57.0,J0955.3-3949\, radec target\, 9:55:27.81\, -39:47:52.3",SCI-20180923-MK-02,2021-03-08T17:12:28Z,1615223468,"TRAPUM Fermi Sources: Targeted Survey of Redback Millisecond Pulsar Candidates, Block 1",10891.39,SPOOLED,,4096,"J0940.3-7610,J0838.7-2827,J0955.3-3949",8.56E8,1.712E9
"J1939-6342 | 1934-638\, radec delaycal bpcal\, 19:39:25.03\, -63:42:45.6,J1744-5144 | 1740-517\, radec gaincal\, 17:44:25.45\, -51:44:43.7,GX_339-4\, radec target\, 17:02:49.36\, -48:47:07.8",SCI-20180516-PW-01,2021-03-08T05:32:32Z,1615181468,ThunderKAT GX339-4 2021-03-08,2422.97,SPOOLED,true,32768,"J1939-6342,1934-638,J1744-5144,1740-517,GX_339-4",8.56E8,1.712E9
"J1939-6342 | 1934-638\, radec fluxcal bpcal delaycal\, 19:39:25.03\, -63:42:45.6,J1337-1257 | 1334-127\, radec gaincal\, 13:37:39.78\, -12:57:24.7,J1403-06\, radec target\, 14:03:24.88\, -6:04:09.2",SCI-20210212-MM-01,2021-03-08T02:11:27Z,1615169466,Group J1403-06 Setting,10731.46,SPOOLED,,32768,"J1939-6342,1934-638,J1337-1257,1334-127,J1403-06",8.56E8,1.712E9
"J1227-6208\, radec Pulsars\, 12:27:00.44\, -62:08:43.8,J1618-3921\, radec Pulsars\, 16:18:18.82\, -39:21:01.8,J1528-3146\, radec Pulsars\, 15:28:34.95\, -31:46:06.9",SCI-20180516-MB-03,2021-03-08T00:12:16Z,1615162254,MeerTime Relbin L-band 2021-03 part 1,5594.17,SPOOLED,,1024,"J1227-6208,J1618-3921,J1528-3146",5.44E8,1.088E9
"J1939-6342_S\, radec\, 19:39:25.03\, -63:52:45.5,J1939-6342_O | PKS 1934-63\, radec delaycal bpcal\, 19:39:25.03\, -63:42:45.7\, (200.0 12000.0 -11.11 7.777 -1.231),J1939-6342_N\, radec\, 19:39:25.03\, -63:32:45.9",SCI-20180516-MB-99,2021-03-08T00:02:33Z,1615161751,Fluxcal J1939-6342,400.16,SPOOLED,,1024,"J1939-6342_S,J1939-6342_O,PKS 1934-63,J1939-6342_N",5.44E8,1.088E9
"J0825-5010 | PKS 0823-500\, radec bfcal single_accumulation\, 8:25:26.87\, -50:10:38.5\, (850.0 1720.0 -61.36 50.95 -13.59 1.167)",SCI-20180516-MB-99,2021-03-07T23:31:09Z,1615159862,Meertime phase up with flatten bandpass,688.27,SPOOLED,,1024,"J0825-5010,PKS 0823-500",5.44E8,1.088E9
"0408-658\, radec target delaycal fluxcal bpcal\, 4:08:20.38\, -65:45:09.1,3C138\, radec target polcal\, 5:21:09.89\, 16:38:22.1,0823-500\, radec target gaincal\, 8:25:26.87\, -50:10:38.5,MSGPS_L_0092\, radec target\, 8:21:48.42\, -45:34:24.4,MSGPS_L_0094\, radec target\, 8:25:50.07\, -45:04:53.6,MSGPS_L_0096\, radec target\, 8:29:47.56\, -44:34:51.6,MSGPS_L_0098\, radec target\, 8:33:40.96\, -44:04:19.3,MSGPS_L_0093\, radec target\, 8:23:01.61\, -45:07:29.1,MSGPS_L_0095\, radec target\, 8:27:00.69\, -44:37:48.1,MSGPS_L_0097\, radec target\, 8:30:55.69\, -44:07:36.4,MSGPS_L_0099\, radec target\, 8:34:46.70\, -43:36:55.2,MSGPS_L_0069\, radec target\, 8:20:12.94\, -45:09:50.1,MSGPS_L_0071\, radec target\, 8:24:13.58\, -44:40:30.2,MSGPS_L_0073\, radec target\, 8:28:10.15\, -44:10:39.3,MSGPS_L_0075\, radec target\, 8:32:02.74\, -43:40:18.4,MSGPS_L_0070\, radec target\, 8:21:26.24\, -44:42:58.1,MSGPS_L_0072\, radec target\, 8:25:24.36\, -44:13:28.0,MSGPS_L_0074\, radec target\, 8:29:18.50\, -43:43:27.4,MSGPS_L_0076\, radec target\, 8:33:08.72\, -43:12:57.5,MSGPS_L_0046\, radec target\, 8:18:38.71\, -44:45:11.7,MSGPS_L_0048\, radec target\, 8:22:38.34\, -44:16:02.4,MSGPS_L_0050\, radec target\, 8:26:34.00\, -43:46:22.4,MSGPS_L_0052\, radec target\, 8:30:25.76\, -43:16:12.6,MSGPS_L_0047\, radec target\, 8:19:52.12\, -44:18:22.8,MSGPS_L_0049\, radec target\, 8:23:49.27\, -43:49:03.4,MSGPS_L_0051\, radec target\, 8:27:42.54\, -43:19:13.8,MSGPS_L_0053\, radec target\, 8:31:31.99\, -42:48:55.1,MSGPS_L_0023\, radec target\, 8:17:05.72\, -44:20:29.2,MSGPS_L_0025\, radec target\, 8:21:04.33\, -43:51:30.4,MSGPS_L_0027\, radec target\, 8:24:59.08\, -43:22:01.1,MSGPS_L_0029\, radec target\, 8:28:50.02\, -42:52:02.2,MSGPS_L_0024\, radec target\, 8:18:19.21\, -43:53:43.5,MSGPS_L_0026\, radec target\, 8:22:15.40\, -43:24:34.6,MSGPS_L_0028\, radec target\, 8:26:07.80\, -42:54:55.7,MSGPS_L_0030\, radec target\, 8:29:56.47\, -42:24:47.9,MSGPS_L_0000\, radec target\, 8:15:33.92\, -43:55:42.8,MSGPS_L_0002\, radec target\, 8:19:31.52\, -43:26:54.3,MSGPS_L_0004\, radec target\, 8:23:25.35\, -42:57:35.4,MSGPS_L_0006\, radec target\, 8:27:15.47\, -42:27:47.3,MSGPS_L_0001\, radec target\, 8:16:47.48\, -43:29:00.3,MSGPS_L_0003\, radec target\, 8:20:42.71\, -43:00:01.5,MSGPS_L_0005\, radec target\, 8:24:34.24\, -42:30:33.2,MSGPS_L_0007\, radec target\, 8:28:22.12\, -42:00:36.1,J1130-1449\, radec target polcal\, 11:30:07.05\, -14:49:27.2",SCI-20200703-MK-01,2021-03-07T15:10:24Z,1615129747,MPIfR Galactic Plane Survey with S-band and L-band component part : -97.5 to -99.8,27436.39,SPOOLED,,4096,"0408-658,3C138,0823-500,MSGPS_L_0092,MSGPS_L_0094,MSGPS_L_0096,MSGPS_L_0098,MSGPS_L_0093,MSGPS_L_0095,MSGPS_L_0097,MSGPS_L_0099,MSGPS_L_0069,MSGPS_L_0071,MSGPS_L_0073,MSGPS_L_0075,MSGPS_L_0070,MSGPS_L_0072,MSGPS_L_0074,MSGPS_L_0076,MSGPS_L_0046,MSGPS_L_0048,MSGPS_L_0050,MSGPS_L_0052,MSGPS_L_0047,MSGPS_L_0049,MSGPS_L_0051,MSGPS_L_0053,MSGPS_L_0023,MSGPS_L_0025,MSGPS_L_0027,MSGPS_L_0029,MSGPS_L_0024,MSGPS_L_0026,MSGPS_L_0028,MSGPS_L_0030,MSGPS_L_0000,MSGPS_L_0002,MSGPS_L_0004,MSGPS_L_0006,MSGPS_L_0001,MSGPS_L_0003,MSGPS_L_0005,MSGPS_L_0007,J1130-1449",8.56E8,1.712E9
"J1939-6342 | 1934-638\, radec fluxcal bpcal delaycal\, 19:39:25.03\, -63:42:45.6,J0210-5101 | 0208-512\, radec gaincal\, 2:10:46.20\, -51:01:01.9,J0205-55\, radec target\, 2:06:03.51\, -55:11:36.6,J0408-6545 | 0408-658\, radec fluxcal bpcal delaycal\, 4:08:20.38\, -65:45:09.1",SCI-20210212-MM-01,2021-03-07T09:42:44Z,1615110146,Group J0205-00 Rising,10755.45,SPOOLED,,32768,"J1939-6342,1934-638,J0210-5101,0208-512,J0205-55,J0408-6545,0408-658",8.56E8,1.712E9
"J1727-2946\, radec Pulsars\, 17:27:15.09\, -29:46:36.8",SCI-20180516-MB-03,2021-03-07T05:01:30Z,1615093282,Meertime Relbin J1727-2946 (2021-03-07 conjunction),14469.61,SPOOLED,,1024,J1727-2946,5.44E8,1.088E9
"J1157-5112\, radec Pulsars\, 11:57:08.17\, -51:12:56.1,J1727-2946\, radec Pulsars\, 17:27:15.09\, -29:46:36.8",SCI-20180516-MB-03,2021-03-07T03:04:57Z,1615086216,MeerTime Relbin U-band 2021-03 part 2,5794.25,SPOOLED,,1024,"J1157-5112,J1727-2946",5.44E8,1.088E9
"J1939-6342_S\, radec\, 19:39:25.03\, -63:52:45.5,J1939-6342_O | PKS 1934-63\, radec delaycal bpcal\, 19:39:25.03\, -63:42:45.7\, (200.0 12000.0 -11.11 7.777 -1.231),J1939-6342_N\, radec\, 19:39:25.03\, -63:32:45.9",SCI-20180516-MB-93,2021-03-07T02:57:39Z,1615085856,Fluxcal J1939-6342,256.1,SPOOLED,,1024,"J1939-6342_S,J1939-6342_O,PKS 1934-63,J1939-6342_N",5.44E8,1.088E9
"J1939-6342 | PKS1934-638 | PKS 1934-63\, radec bfcal single_accumulation\, 19:39:25.03\, -63:42:45.6\, (408.0 8640.0 -30.76 26.49 -7.098 0.6053)",SCI-20180516-MB-93,2021-03-07T02:49:03Z,1615085339,Meertime phase up with flatten bandpass,408.16,SPOOLED,,1024,"J1939-6342,PKS1934-638,PKS 1934-63",5.44E8,1.088E9
"J0408-6545 | 0408-658\, radec fluxcal bpcal delaycal\, 4:08:20.38\, -65:45:09.1,J1051-2023 | 1049-201\, radec gaincal\, 10:51:32.17\, -20:23:47.4,Hydra\, radec target\, 10:36:41.80\, -27:31:28.0,J1331+3030 | 3C286\, radec fluxcal bpcal delaycal\, 13:31:08.29\, 30:30:33.0",SCI-20210212-NM-01,2021-03-06T17:22:34Z,1615051332,Observations of the Hydra Cluster - Obs 1,21279.0,SPOOLED,,32768,"J0408-6545,0408-658,J1051-2023,1049-201,Hydra,J1331+3030,3C286",8.56E8,1.712E9
"J1939-6342 | 1934-638\, radec fluxcal bpcal delaycal\, 19:39:25.03\, -63:42:45.6,J2206-1835 | 2203-188\, radec gaincal\, 22:06:10.42\, -18:35:38.7,A2384\, radec target\, 21:52:07.52\, -19:42:02.2",SCI-20210212-VP-01,2021-03-06T06:31:29Z,1615012272,MeerKAT deep observation of the X-ray filament,29051.71,SPOOLED,,4096,"J1939-6342,1934-638,J2206-1835,2203-188,A2384",8.56E8,1.712E9
"J1939-6342 | 1934-638\, radec delaycal bpcal\, 19:39:25.03\, -63:42:45.6,J1424-4913 | 1421-490\, radec gaincal\, 14:24:32.24\, -49:13:49.7,V1047_Cen\, radec target\, 13:20:49.74\, -62:37:35.5,J1744-5144 | 1740-517\, radec gaincal\, 17:44:25.45\, -51:44:43.7,GX_339-4\, radec target\, 17:02:49.36\, -48:47:07.8,J1911-2006 | 1908-201\, radec gaincal\, 19:11:09.65\, -20:06:55.1,J1848-015\, radec target\, 18:48:49.81\, -1:29:30.0,J2011-0644 | 2008-068\, radec gaincal\, 20:11:14.22\, -6:44:03.6,GRS1915+105\, radec target\, 19:15:11.55\, 10:56:29.8",SCI-20180516-PW-01,2021-03-06T04:32:53Z,1615005089,ThunderKAT XRB 2021-03-06,4957.9,SPOOLED,true,32768,"J1939-6342,1934-638,J1424-4913,1421-490,V1047_Cen,J1744-5144,1740-517,GX_339-4,J1911-2006,1908-201,J1848-015,J2011-0644,2008-068,GRS1915+105",8.56E8,1.712E9
"J0955-6150\, radec Pulsars\, 9:55:20.85\, -61:50:16.9,J1903-7051\, radec Pulsars\, 19:03:38.79\, -70:51:43.5,J1811-2405\, radec Pulsars\, 18:11:19.85\, -24:05:18.4",SCI-20180516-MB-03,2021-03-06T02:22:41Z,1614997278,MeerTime Relbin U-band 2021-03 part 1,6290.44,SPOOLED,,1024,"J0955-6150,J1903-7051,J1811-2405",5.44E8,1.088E9
"J1939-6342_S\, radec\, 19:39:25.03\, -63:52:45.5,J1939-6342_O | PKS 1934-63\, radec delaycal bpcal\, 19:39:25.03\, -63:42:45.7\, (200.0 12000.0 -11.11 7.777 -1.231),J1939-6342_N\, radec\, 19:39:25.03\, -63:32:45.9",SCI-20180516-MB-93,2021-03-06T02:13:10Z,1614996785,Fluxcal J1939-6342,264.1,SPOOLED,,1024,"J1939-6342_S,J1939-6342_O,PKS 1934-63,J1939-6342_N",5.44E8,1.088E9
"J1939-6342 | PKS1934-638 | PKS 1934-63\, radec bfcal single_accumulation\, 19:39:25.03\, -63:42:45.6\, (408.0 8640.0 -30.76 26.49 -7.098 0.6053)",SCI-20180516-MB-93,2021-03-06T02:03:20Z,1614996196,Meertime phase up with flatten bandpass,408.16,SPOOLED,,1024,"J1939-6342,PKS1934-638,PKS 1934-63",5.44E8,1.088E9
"J0408-6545 | 0408-658\, radec fluxcal bpcal delaycal\, 4:08:20.38\, -65:45:09.1,J1239-1023 | 1237-101\, radec gaincal\, 12:39:43.06\, -10:23:28.7,J1253-12\, radec target\, 12:53:57.29\, -12:06:21.0,J1130-1449 | 1127-145\, radec polcal\, 11:30:07.05\, -14:49:27.4",SCI-20180516-EB-01,2021-03-05T20:01:21Z,1614974395,MHONGOOSE J1253-12 rising 1,20138.93,SPOOLED,,32768,"J0408-6545,0408-658,J1239-1023,1237-101,J1253-12,J1130-1449,1127-145",1.33649999983E9,1.44349999983E9
"J0408-6545 | 0408-658\, radec fluxcal bpcal delaycal\, 4:08:20.38\, -65:45:09.1,J1239-1023 | 1237-101\, radec gaincal\, 12:39:43.06\, -10:23:28.7,J1253-12\, radec target\, 12:53:57.29\, -12:06:21.0,J1130-1449 | 1127-145\, radec polcal\, 11:30:07.05\, -14:49:27.4",SCI-20180516-EB-01,2021-03-05T20:01:14Z,1614974390,MHONGOOSE J1253-12 rising 1,20143.48,SPOOLED,,4096,"J0408-6545,0408-658,J1239-1023,1237-101,J1253-12,J1130-1449,1127-145",8.56E8,1.712E9
"J0408-6545 | 0408-658\, radec fluxcal bpcal delaycal\, 4:08:20.38\, -65:45:09.1,J0240-2309 | 0237-233\, radec gaincal\, 2:40:08.17\, -23:09:15.7,F02228-2500\, radec target\, 2:25:04.20\, -24:47:21.0,F02360-0653\, radec target\, 2:38:31.80\, -6:40:40.0,F02433-1534\, radec target\, 2:45:40.00\, -15:21:30.0,F02435-0747\, radec target\, 2:45:59.70\, -7:34:41.0,02438-0042\, radec target\, 2:46:25.10\, -0:29:53.0,F02441-3029\, radec target\, 2:46:18.70\, -30:16:29.0,F03004-2303\, radec target\, 3:02:37.90\, -22:52:00.0,F03022-1232\, radec target\, 3:04:40.50\, -12:20:26.0,F03064-0308\, radec target\, 3:08:57.30\, -2:57:16.0,F03075-2045\, radec target\, 3:09:45.80\, -20:34:32.0,F03135-0236\, radec target\, 3:16:01.70\, -2:25:34.0,F03197-1534\, radec target\, 3:22:07.10\, -15:23:53.0,F03314-2138\, radec target\, 3:33:41.70\, -21:28:43.0,F03344-2103\, radec target\, 3:36:38.20\, -20:54:08.0,F03353-2439\, radec target\, 3:37:28.80\, -24:29:59.0,F03387-2243\, radec target\, 3:40:56.80\, -22:33:53.0,F03401-1338\, radec target\, 3:42:27.70\, -13:29:23.0,F03524-2038\, radec target\, 3:54:39.80\, -20:30:07.0,F04191-1855\, radec target\, 4:21:19.60\, -18:48:45.0,F04315-0840\, radec target\, 4:34:00.10\, -8:34:46.0,F04370-2416\, radec target\, 4:39:06.50\, -24:11:02.0,F04389-0257\, radec target\, 4:41:29.60\, -2:51:26.0,J0521+1638 | 3C138\, radec polcal\, 5:21:09.89\, 16:38:22.1",SCI-20210212-TJ-01,2021-03-05T11:35:03Z,1614944060,GroupN2,28172.08,SPOOLED,,4096,"J0408-6545,0408-658,J0240-2309,0237-233,F02228-2500,F02360-0653,F02433-1534,F02435-0747,02438-0042,F02441-3029,F03004-2303,F03022-1232,F03064-0308,F03075-2045,F03135-0236,F03197-1534,F03314-2138,F03344-2103,F03353-2439,F03387-2243,F03401-1338,F03524-2038,F04191-1855,F04315-0840,F04370-2416,F04389-0257,J0521+1638,3C138",8.56E8,1.712E9
"J1939-6342 | 1934-638\, radec fluxcal bpcal delaycal\, 19:39:25.03\, -63:42:45.6,J2314-4455 | 2311-452\, radec gaincal\, 23:14:09.38\, -44:55:49.2,J2318-42a\, radec target\, 23:17:46.10\, -42:26:20.0",SCI-20210212-MM-01,2021-03-05T08:06:48Z,1614931589,Group J2318-42a Rising,10651.49,SPOOLED,,32768,"J1939-6342,1934-638,J2314-4455,2311-452,J2318-42a",8.56E8,1.712E9
"J1939-6342 | PKS 1934-63\, radec delaycal bpcal\, 19:39:25.03\, -63:42:45.7\, (200.0 12000.0 -11.11 7.777 -1.231)",EXT-20210822-OW-01,2021-03-05T05:13:01Z,1614921177,RTS: 3.1.2.1 S-band Interferometric Phase Stability PKS1934-63 S4,908.67,SPOOLED,,4096,"J1939-6342,PKS 1934-63",2.625E9,3.5E9
"J1939-6342 | PKS 1934-63\, radec delaycal bpcal\, 19:39:25.03\, -63:42:45.7\, (200.0 12000.0 -11.11 7.777 -1.231)",EXT-20210822-OW-01,2021-03-05T04:53:30Z,1614920006,RTS: 3.1.2.1 S-band Interferometric Phase Stability PKS1934-63 S4,179.33,SPOOLED,,4096,"J1939-6342,PKS 1934-63",2.625E9,3.5E9
"B0407-65\, radec delaycal fluxcal bpcal\, 4:08:20.38\, -65:45:09.1,J1130-1449\, radec gaincal\, 11:30:07.05\, -14:49:27.2,RXJ1131-1231\, radec target\, 11:31:51.60\, -12:31:57.0,1934-638\, radec delaycal fluxcal bpcal\, 19:39:25.03\, -63:42:45.6",SCI-20210212-IH-01,2021-03-04T18:00:51Z,1614880831,RX J1131-1231 UHF,37983.62,SPOOLED,,32768,"B0407-65,J1130-1449,RXJ1131-1231,1934-638",5.44E8,1.088E9
"J0408-6545 | 0408-658\, radec fluxcal bpcal delaycal\, 4:08:20.38\, -65:45:09.1,J0210-5101 | 0208-512\, radec gaincal\, 2:10:46.20\, -51:01:01.9,J0205-55\, radec target\, 2:06:03.51\, -55:11:36.6",SCI-20210212-MM-01,2021-03-04T14:01:26Z,1614866468,Group J0205-00 Setting,10627.5,SPOOLED,,32768,"J0408-6545,0408-658,J0210-5101,0208-512,J0205-55",8.56E8,1.712E9
"J1939-6342 | 1934-638\, radec fluxcal bpcal delaycal\, 19:39:25.03\, -63:42:45.6,J2314-4455 | 2311-452\, radec gaincal\, 23:14:09.38\, -44:55:49.2,J2318-42a\, radec target\, 23:17:46.10\, -42:26:20.0,J0408-6545 | 0408-658\, radec fluxcal bpcal delaycal\, 4:08:20.38\, -65:45:09.1",SCI-20210212-MM-01,2021-03-04T11:01:27Z,1614855668,Group J2318-42a Setting,10651.49,SPOOLED,,32768,"J1939-6342,1934-638,J2314-4455,2311-452,J2318-42a,J0408-6545,0408-658",8.56E8,1.712E9
