KatpointTargets,ProposalId,StartTime,CaptureBlockId,Description,Duration,CAS.ProductTransferStatus,Public,NumFreqChannels,Targets,MinFreq,MaxFreq
"J0408-6545 | PKS 0408-65 | PKS 0407-65\, radec bfcal single_accumulation\, 4:08:20.38\, -65:45:09.1\, (850.0 1720.0 66.46 -62.7 20.46 -2.265)",SCI-20180516-MB-95,2021-03-17T19:36:17Z,1616009771,Meertime phase up with flatten bandpass,416.08,SPOOLED,,1024,"J0408-6545,PKS 0408-65,PKS 0407-65",8.56E8,1.712E9
"J1130-1449 | 1127-145\, radec polcal\, 11:30:07.05\, -14:49:27.4,J1239-1023 | 1237-101\, radec gaincal\, 12:39:43.06\, -10:23:28.7,J1254-10a\, radec target\, 12:54:23.75\, -10:32:13.9,J1939-6342 | 1934-638\, radec fluxcal bpcal delaycal\, 19:39:25.03\, -63:42:45.6",SCI-20180516-EB-01,2021-03-16T22:33:29Z,1615933874,MHONGOOSE J1254-10a setting 1,19494.81,SPOOLED,,32768,"J1130-1449,1127-145,J1239-1023,1237-101,J1254-10a,J1939-6342,1934-638",1.33649999983E9,1.44349999983E9
"J1130-1449 | 1127-145\, radec polcal\, 11:30:07.05\, -14:49:27.4,J1239-1023 | 1237-101\, radec gaincal\, 12:39:43.06\, -10:23:28.7,J1254-10a\, radec target\, 12:54:23.75\, -10:32:13.9,J1939-6342 | 1934-638\, radec fluxcal bpcal delaycal\, 19:39:25.03\, -63:42:45.6",SCI-20180516-EB-01,2021-03-16T22:33:19Z,1615933870,MHONGOOSE J1254-10a setting 1,19503.75,SPOOLED,,4096,"J1130-1449,1127-145,J1239-1023,1237-101,J1254-10a,J1939-6342,1934-638",8.56E8,1.712E9
"J0408-6545 | 0408-658\, radec fluxcal bpcal delaycal\, 4:08:20.38\, -65:45:09.1,J0906-6829 | 0906-682\, radec gaincal\, 9:06:52.44\, -68:29:39.8,J1101-6101\, radec target\, 11:01:45.05\, -61:01:40.3",SCI-20210212-PM-02,2021-03-16T15:31:27Z,1615908670,Observation of J1101-6101 - visit 1 (rising),14953.67,SPOOLED,,4096,"J0408-6545,0408-658,J0906-6829,0906-682,J1101-6101",8.56E8,1.712E9
"J1939-6342 | 1934-638\, radec fluxcal bpcal delaycal\, 19:39:25.03\, -63:42:45.6,J2206-1835 | 2203-188\, radec gaincal\, 22:06:10.42\, -18:35:38.7,NGC 7252\, radec target\, 22:20:44.70\, -24:40:42.0,J0408-6545 | 0408-658\, radec fluxcal bpcal delaycal\, 4:08:20.38\, -65:45:09.1",SCI-20210212-KK-02,2021-03-16T08:16:38Z,1615882572,"AGN feedback, HI and star formation in a sample of nearby galaxy groups_NGC7252",17360.66,SPOOLED,,32768,"J1939-6342,1934-638,J2206-1835,2203-188,NGC 7252,J0408-6545,0408-658",8.56E8,1.712E9
"J1939-6342 | 1934-638\, radec fluxcal bpcal delaycal\, 19:39:25.03\, -63:42:45.6,J1424-4913 | 1421-490\, radec gaincal\, 14:24:32.24\, -49:13:49.7,Proxima-Cen\, radec target\, 14:29:42.95\, -62:40:46.2",SCI-20210212-MP-01,2021-03-16T02:31:26Z,1615861868,Probing star-planet interaction in the Proxima - Proxima b system with MeerKAT (March - IV),1767.25,SPOOLED,,4096,"J1939-6342,1934-638,J1424-4913,1421-490,Proxima-Cen",8.56E8,1.712E9
"J1331+3030 | 3C286\, radec fluxcal bpcal delaycal\, 13:31:08.29\, 30:30:33.0,J1051-2023 | 1049-201\, radec gaincal\, 10:51:32.17\, -20:23:47.4,J1051-17\, radec target\, 10:51:37.46\, -17:07:29.2",SCI-20210212-MM-01,2021-03-15T22:54:33Z,1615848852,Group J1051-17 Setting,10603.51,SPOOLED,,32768,"J1331+3030,3C286,J1051-2023,1049-201,J1051-17",8.56E8,1.712E9
"J0408-6545 | 0408-658\, radec fluxcal bpcal delaycal\, 4:08:20.38\, -65:45:09.1,J1051-2023 | 1049-201\, radec gaincal\, 10:51:32.17\, -20:23:47.4,Hydra\, radec target\, 10:36:41.80\, -27:31:28.0,J1331+3030 | 3C286\, radec fluxcal bpcal delaycal\, 13:31:08.29\, 30:30:33.0",SCI-20210212-NM-01,2021-03-15T16:54:32Z,1615827253,Observations of the Hydra Cluster - Obs 2,21358.96,SPOOLED,,32768,"J0408-6545,0408-658,J1051-2023,1049-201,Hydra,J1331+3030,3C286",8.56E8,1.712E9
"J1939-6342 | 1934-638\, radec fluxcal bpcal delaycal\, 19:39:25.03\, -63:42:45.6,J2011-0644 | 2008-068\, radec gaincal\, 20:11:14.22\, -6:44:03.6,J1928+1746\, radec target\, 19:28:42.79\, 17:46:27.1",SCI-20210212-PM-02,2021-03-15T03:05:05Z,1615777454,Observation of J1928+1746 - visit 2,14329.94,SPOOLED,,4096,"J1939-6342,1934-638,J2011-0644,2008-068,J1928+1746",8.56E8,1.712E9
"J1939-6342 | 1934-638\, radec fluxcal bpcal delaycal\, 19:39:25.03\, -63:42:45.6,J1424-4913 | 1421-490\, radec gaincal\, 14:24:32.24\, -49:13:49.7,Proxima-Cen\, radec target\, 14:29:42.95\, -62:40:46.2",SCI-20210212-MP-01,2021-03-15T02:31:26Z,1615775470,Probing star-planet interaction in the Proxima - Proxima b system with MeerKAT (March - III),1767.25,SPOOLED,,4096,"J1939-6342,1934-638,J1424-4913,1421-490,Proxima-Cen",8.56E8,1.712E9
"J1130-1449 | 1127-145\, radec gaincal polcal\, 11:30:07.05\, -14:49:27.4,J1106-14\, radec target\, 11:06:12.00\, -14:24:25.7,J1939-6342 | 1934-638\, radec fluxcal bpcal delaycal\, 19:39:25.03\, -63:42:45.6",SCI-20180516-EB-01,2021-03-14T20:34:11Z,1615753901,MHONGOOSE J1106-14 setting 1,19380.66,SPOOLED,,32768,"J1130-1449,1127-145,J1106-14,J1939-6342,1934-638",1.33649999983E9,1.44349999983E9
"J1130-1449 | 1127-145\, radec gaincal polcal\, 11:30:07.05\, -14:49:27.4,J1106-14\, radec target\, 11:06:12.00\, -14:24:25.7,J1939-6342 | 1934-638\, radec fluxcal bpcal delaycal\, 19:39:25.03\, -63:42:45.6",SCI-20180516-EB-01,2021-03-14T20:34:01Z,1615753893,MHONGOOSE J1106-14 setting 1,19391.8,SPOOLED,,4096,"J1130-1449,1127-145,J1106-14,J1939-6342,1934-638",8.56E8,1.712E9
"J0408-6545 | 0408-658\, radec fluxcal bpcal delaycal\, 4:08:20.38\, -65:45:09.1,J0828-3731 | 0826-373\, radec gaincal\, 8:28:04.78\, -37:31:06.3,J0806.4-4123\, radec target\, 8:06:23.35\, -41:22:30.2",SCI-20210212-QY-01,2021-03-14T18:11:33Z,1615745471,Searching for axion dark matter with MeerKAT B1,6316.13,SPOOLED,,32768,"J0408-6545,0408-658,J0828-3731,0826-373,J0806.4-4123",5.44E8,1.088E9
"J1939-6342 | 1934-638\, radec fluxcal bpcal delaycal\, 19:39:25.03\, -63:42:45.6,J1424-4913 | 1421-490\, radec gaincal\, 14:24:32.24\, -49:13:49.7,Proxima-Cen\, radec target\, 14:29:42.95\, -62:40:46.2",SCI-20210212-MP-01,2021-03-14T03:46:33Z,1615693575,Probing star-planet interaction in the Proxima - Proxima b system with MeerKAT (March - II),1767.25,SPOOLED,,4096,"J1939-6342,1934-638,J1424-4913,1421-490,Proxima-Cen",8.56E8,1.712E9
"J0408-6545 | 0408-658\, radec fluxcal bpcal delaycal\, 4:08:20.38\, -65:45:09.1,J1154-3505 | 1151-348\, radec gaincal\, 11:54:21.79\, -35:05:29.1,J1153-28\, radec target\, 11:53:24.06\, -28:33:11.4,J1130-1449 | 1127-145\, radec polcal\, 11:30:07.05\, -14:49:27.4,J1939-6342 | 1934-638\, radec fluxcal bpcal delaycal\, 19:39:25.03\, -63:42:45.6",SCI-20180516-EB-01,2021-03-13T21:32:53Z,1615671082,MHONGOOSE J1153-28 setting 5,20864.58,SPOOLED,,32768,"J0408-6545,0408-658,J1154-3505,1151-348,J1153-28,J1130-1449,1127-145,J1939-6342,1934-638",1.33649999983E9,1.44349999983E9
"J0408-6545 | 0408-658\, radec fluxcal bpcal delaycal\, 4:08:20.38\, -65:45:09.1,J1154-3505 | 1151-348\, radec gaincal\, 11:54:21.79\, -35:05:29.1,J1153-28\, radec target\, 11:53:24.06\, -28:33:11.4,J1130-1449 | 1127-145\, radec polcal\, 11:30:07.05\, -14:49:27.4,J1939-6342 | 1934-638\, radec fluxcal bpcal delaycal\, 19:39:25.03\, -63:42:45.6",SCI-20180516-EB-01,2021-03-13T21:32:45Z,1615671075,MHONGOOSE J1153-28 setting 5,20871.17,SPOOLED,,4096,"J0408-6545,0408-658,J1154-3505,1151-348,J1153-28,J1130-1449,1127-145,J1939-6342,1934-638",8.56E8,1.712E9
"J1939-6342 | 1934-638\, radec fluxcal bpcal delaycal\, 19:39:25.03\, -63:42:45.6,J2011-0644 | 2008-068\, radec gaincal\, 20:11:14.22\, -6:44:03.6,J1928+1746\, radec target\, 19:28:42.79\, 17:46:27.1",SCI-20210212-PM-02,2021-03-13T03:46:34Z,1615607175,Observation of J1928+1746 - visit 1,14353.93,SPOOLED,,4096,"J1939-6342,1934-638,J2011-0644,2008-068,J1928+1746",8.56E8,1.712E9
"J1939-6342 | 1934-638\, radec delaycal bpcal\, 19:39:25.03\, -63:42:45.6,J1744-5144 | 1740-517\, radec gaincal\, 17:44:25.45\, -51:44:43.7,GX_339-4\, radec target\, 17:02:49.36\, -48:47:07.8,J1911-2006 | 1908-201\, radec gaincal\, 19:11:09.65\, -20:06:55.1,J1848-015\, radec target\, 18:48:49.81\, -1:29:30.0,J2011-0644 | 2008-068\, radec gaincal\, 20:11:14.22\, -6:44:03.6,GRS1915+105\, radec target\, 19:15:11.55\, 10:56:29.8",SCI-20180516-PW-01,2021-03-13T02:14:44Z,1615601592,ThunderKAT XRB 2021-03-13,3662.45,SPOOLED,true,32768,"J1939-6342,1934-638,J1744-5144,1740-517,GX_339-4,J1911-2006,1908-201,J1848-015,J2011-0644,2008-068,GRS1915+105",8.56E8,1.712E9
"J1939-6342 | 1934-638\, radec fluxcal bpcal delaycal\, 19:39:25.03\, -63:42:45.6,J1424-4913 | 1421-490\, radec gaincal\, 14:24:32.24\, -49:13:49.7,Proxima-Cen\, radec target\, 14:29:42.95\, -62:40:46.2",SCI-20210212-MP-01,2021-03-13T00:48:23Z,1615596485,Probing star-planet interaction in the Proxima - Proxima b system with MeerKAT (March - I),1903.19,SPOOLED,,4096,"J1939-6342,1934-638,J1424-4913,1421-490,Proxima-Cen",8.56E8,1.712E9
"J0408-6545 | 0408-658\, radec fluxcal bpcal delaycal\, 4:08:20.38\, -65:45:09.1,J0521+1638 | 3C138\, radec polcal\, 5:21:09.89\, 16:38:22.1,J1120-2508 | 1117-248\, radec gaincal\, 11:20:09.12\, -25:08:07.8,Antlia01\, radec target\, 10:29:20.40\, -34:23:03.0,Antlia02\, radec target\, 10:32:30.40\, -34:23:03.0,Antlia03\, radec target\, 10:27:45.40\, -34:56:38.0,Antlia04\, radec target\, 10:30:55.40\, -34:56:38.0,Antlia05\, radec target\, 10:34:05.50\, -34:56:38.0,Antlia06\, radec target\, 10:26:10.30\, -35:30:12.0,Antlia07\, radec target\, 10:29:20.40\, -35:30:12.0,Antlia08\, radec target\, 10:32:30.40\, -35:30:12.0,Antlia09\, radec target\, 10:27:45.40\, -36:03:46.0,Antlia10\, radec target\, 10:30:55.40\, -36:03:46.0,J1130-1449 | 1127-145\, radec polcal\, 11:30:07.05\, -14:49:27.4,J1939-6342 | 1934-638\, radec fluxcal bpcal delaycal\, 19:39:25.03\, -63:42:45.6",SCI-20210212-KH-01,2021-03-12T17:31:43Z,1615570275,Antlia Cluster in HIgh def (4),23973.86,SPOOLED,,32768,"J0408-6545,0408-658,J0521+1638,3C138,J1120-2508,1117-248,Antlia01,Antlia02,Antlia03,Antlia04,Antlia05,Antlia06,Antlia07,Antlia08,Antlia09,Antlia10,J1130-1449,1127-145,J1939-6342,1934-638",8.56E8,1.712E9
"J1939-6342 | PKS 1934-63\, radec delaycal bpcal\, 19:39:25.03\, -63:42:45.7\, (200.0 12000.0 -11.11 7.777 -1.231)",EXT-20210822-OW-01,2021-03-12T05:13:27Z,1615526001,RTS: 3.1.2.1 S-band Interferometric Phase Stability PKS1934-63 S4,906.66,SPOOLED,,4096,"J1939-6342,PKS 1934-63",2.625E9,3.5E9
"J1939-6342 | PKS 1934-63\, radec delaycal bpcal\, 19:39:25.03\, -63:42:45.7\, (200.0 12000.0 -11.11 7.777 -1.231)",EXT-20210822-OW-01,2021-03-12T04:22:52Z,1615522969,RTS: 3.1.2.1 S-band Interferometric Phase Stability PKS1934-63 S4,910.67,SPOOLED,,4096,"J1939-6342,PKS 1934-63",2.625E9,3.5E9
"J1130-1449 | 1127-145\, radec polcal\, 11:30:07.05\, -14:49:27.4,J1239-1023 | 1237-101\, radec gaincal\, 12:39:43.06\, -10:23:28.7,J1253-12\, radec target\, 12:53:57.29\, -12:06:21.0,J1939-6342 | 1934-638\, radec fluxcal bpcal delaycal\, 19:39:25.03\, -63:42:45.6",SCI-20180516-EB-01,2021-03-11T22:08:28Z,1615500383,MHONGOOSE J1253-12 setting 1,19511.12,SPOOLED,,32768,"J1130-1449,1127-145,J1239-1023,1237-101,J1253-12,J1939-6342,1934-638",1.33649999983E9,1.44349999983E9
"J1130-1449 | 1127-145\, radec polcal\, 11:30:07.05\, -14:49:27.4,J1239-1023 | 1237-101\, radec gaincal\, 12:39:43.06\, -10:23:28.7,J1253-12\, radec target\, 12:53:57.29\, -12:06:21.0,J1939-6342 | 1934-638\, radec fluxcal bpcal delaycal\, 19:39:25.03\, -63:42:45.6",SCI-20180516-EB-01,2021-03-11T22:08:20Z,1615500376,MHONGOOSE J1253-12 setting 1,19519.74,SPOOLED,,4096,"J1130-1449,1127-145,J1239-1023,1237-101,J1253-12,J1939-6342,1934-638",8.56E8,1.712E9
"J0408-6545 | 0408-658\, radec fluxcal bpcal delaycal\, 4:08:20.38\, -65:45:09.1,J0828-3731 | 0826-373\, radec gaincal\, 8:28:04.78\, -37:31:06.3,J0806.4-4123\, radec target\, 8:06:23.35\, -41:22:30.2",SCI-20210212-QY-01,2021-03-11T18:23:59Z,1615486990,Searching for axion dark matter with MeerKAT A1,6221.39,SPOOLED,,32768,"J0408-6545,0408-658,J0828-3731,0826-373,J0806.4-4123",5.44E8,1.088E9
"J1900-0933\, radec Pulsars\, 19:00:31.19\, -9:33:48.1,J1900+0634\, radec Pulsars\, 19:00:28.03\, 6:34:20.9,J1901+0124\, radec Pulsars\, 19:01:52.55\, 1:24:49.3,J1901+0331\, radec Pulsars\, 19:01:31.78\, 3:31:06.0,J1901-0312\, radec Pulsars\, 19:01:15.67\, -3:12:29.5,J1902+0615\, radec Pulsars\, 19:02:50.28\, 6:16:33.4,J1903+0601\, radec Pulsars\, 19:03:20.87\, 6:01:34.0,J1904+0738\, radec Pulsars\, 19:04:07.53\, 7:38:51.7,J1904+1011\, radec Pulsars\, 19:04:02.49\, 10:11:34.6,J1905+0600\, radec Pulsars\, 19:05:04.35\, 6:00:59.9,J1905+0709\, radec Pulsars\, 19:05:53.62\, 7:09:19.4,J1906+0414\, radec Pulsars\, 19:06:57.79\, 4:14:29.4,J1906+0912\, radec Pulsars\, 19:06:28.46\, 9:12:56.6,J1907+0731\, radec Pulsars\, 19:07:54.79\, 7:31:21.9,J1908+0500\, radec Pulsars\, 19:08:05.16\, 5:00:54.5,J1908+0909\, radec Pulsars\, 19:08:07.44\, 9:09:12.4,J1909+0912\, radec Pulsars\, 19:09:19.91\, 9:12:53.7,J1910+0225\, radec Pulsars\, 19:10:10.36\, 2:25:23.6,J1910+0517\, radec Pulsars\, 19:10:37.91\, 5:17:56.1,J1910+0714\, radec Pulsars\, 19:10:18.60\, 7:14:11.8,J1910+0728\, radec Pulsars\, 19:10:22.08\, 7:28:37.1,J1910-0309\, radec Pulsars\, 19:10:29.69\, -3:09:53.8,J1913+0904\, radec Pulsars\, 19:13:21.06\, 9:04:45.4,J1913+1011\, radec Pulsars\, 19:13:20.34\, 10:11:23.0,J1913+1400\, radec Pulsars\, 19:13:24.35\, 14:00:52.6,J1914+0219\, radec Pulsars\, 19:14:23.79\, 2:19:47.8,J1914+1122\, radec Pulsars\, 19:14:10.12\, 11:22:03.7,J1915+0738\, radec Pulsars\, 19:15:24.80\, 7:38:31.4,J1915+1009\, radec Pulsars\, 19:15:29.99\, 10:09:43.4,J1916+0951\, radec Pulsars\, 19:16:32.34\, 9:51:26.0,J1916+1312\, radec Pulsars\, 19:16:58.67\, 13:12:50.0,J1917+1353\, radec Pulsars\, 19:17:39.79\, 13:53:57.1,J1919+0021\, radec Pulsars\, 19:19:50.67\, 0:21:39.7,J1921+0812\, radec Pulsars\, 19:21:47.70\, 8:12:51.9,J1921+1948\, radec Pulsars\, 19:21:03.80\, 19:48:44.7,J1923+1706\, radec Pulsars\, 19:23:07.85\, 17:06:09.4,J1926+1648\, radec Pulsars\, 19:26:45.32\, 16:48:32.8,J1927+1852\, radec Pulsars\, 19:27:10.42\, 18:52:08.5,J1928+1746\, radec Pulsars\, 19:28:42.55\, 17:46:29.6,J1929+1955\, radec Pulsars\, 19:29:17.57\, 19:55:07.9,J1932+1059\, radec Pulsars\, 19:32:14.06\, 10:59:33.4,J1933+1304\, radec Pulsars\, 19:33:22.53\, 13:04:50.0,J1935+2025\, radec Pulsars\, 19:35:41.94\, 20:25:40.1,J1943+0609\, radec Pulsars\, 19:43:29.13\, 6:09:57.6,J1945-0040\, radec Pulsars\, 19:45:28.39\, -0:40:58.1,J2005-0020\, radec Pulsars\, 20:05:43.74\, -0:20:21.9,J2046-0421\, radec Pulsars\, 20:46:00.17\, -4:21:26.3,J2116+1414\, radec Pulsars\, 21:16:13.75\, 14:14:21.0,J1946-1312\, radec Pulsars\, 19:46:57.83\, -13:12:36.4,J1949-2524\, radec Pulsars\, 19:49:25.41\, -25:24:01.0,J1946-2913\, radec Pulsars\, 19:46:51.73\, -29:13:47.1,J1932-3655\, radec Pulsars\, 19:32:06.15\, -36:55:02.1,J2038-3816\, radec Pulsars\, 20:38:54.19\, -38:16:11.9,J2108-3429\, radec Pulsars\, 21:08:30.49\, -34:29:37.9,J2155-3118\, radec Pulsars\, 21:55:13.61\, -31:18:54.7,J2127-6648\, radec Pulsars\, 21:27:31.28\, -66:48:28.1,J2053-7200\, radec Pulsars\, 20:53:47.28\, -72:00:42.5,J2324-6054\, radec Pulsars\, 23:24:27.15\, -60:54:05.8,J0045-7319\, radec Pulsars\, 0:45:35.16\, -73:19:03.0,J0134-2937\, radec Pulsars\, 1:34:18.68\, -29:37:17.0,J0206-4028\, radec Pulsars\, 2:06:01.29\, -40:28:03.6,J0211-8159\, radec Pulsars\, 2:11:59.00\, -81:59:36.2,J0255-5304\, radec Pulsars\, 2:55:56.29\, -53:04:21.3",SCI-20180516-MB-02,2021-03-11T05:02:15Z,1615438853,MeerTIME TPA: 19-03 LST  Sub1  (ptuse 1.2)  (epoch 12),18363.48,SPOOLED,,1024,"J1900-0933,J1900+0634,J1901+0124,J1901+0331,J1901-0312,J1902+0615,J1903+0601,J1904+0738,J1904+1011,J1905+0600,J1905+0709,J1906+0414,J1906+0912,J1907+0731,J1908+0500,J1908+0909,J1909+0912,J1910+0225,J1910+0517,J1910+0714,J1910+0728,J1910-0309,J1913+0904,J1913+1011,J1913+1400,J1914+0219,J1914+1122,J1915+0738,J1915+1009,J1916+0951,J1916+1312,J1917+1353,J1919+0021,J1921+0812,J1921+1948,J1923+1706,J1926+1648,J1927+1852,J1928+1746,J1929+1955,J1932+1059,J1933+1304,J1935+2025,J1943+0609,J1945-0040,J2005-0020,J2046-0421,J2116+1414,J1946-1312,J1949-2524,J1946-2913,J1932-3655,J2038-3816,J2108-3429,J2155-3118,J2127-6648,J2053-7200,J2324-6054,J0045-7319,J0134-2937,J0206-4028,J0211-8159,J0255-5304",8.56E8,1.712E9
"J1900-2600\, radec Pulsars\, 19:00:47.58\, -26:00:43.8,J1941-2602\, radec Pulsars\, 19:41:00.41\, -26:02:05.8,J1900-0051\, radec Pulsars\, 19:00:46.64\, -0:51:08.4,J1901+0156\, radec Pulsars\, 19:01:34.28\, 1:56:38.0,J1901+0716\, radec Pulsars\, 19:01:38.94\, 7:16:34.8,J1901-0906\, radec Pulsars\, 19:01:53.01\, -9:06:11.1,J1903+0135\, radec Pulsars\, 19:03:29.99\, 1:35:38.5,J1904+0004\, radec Pulsars\, 19:04:12.72\, 0:04:05.3,J1904+0800\, radec Pulsars\, 19:04:03.50\, 8:00:52.6,J1904-1224\, radec Pulsars\, 19:04:33.28\, -12:24:01.3,J1905+0616\, radec Pulsars\, 19:05:06.85\, 6:16:16.7,J1905-0056\, radec Pulsars\, 19:05:27.74\, -0:56:41.0,J1906+0641\, radec Pulsars\, 19:06:35.24\, 6:41:02.9,J1907+0631\, radec Pulsars\, 19:07:03.82\, 6:31:18.9,J1907+0740\, radec Pulsars\, 19:07:44.12\, 7:40:22.6,J1908+0734\, radec Pulsars\, 19:08:17.01\, 7:34:14.4,J1908+0916\, radec Pulsars\, 19:08:58.76\, 9:16:14.0,J1909+0007\, radec Pulsars\, 19:09:35.26\, 0:07:57.8,J1909+0254\, radec Pulsars\, 19:09:38.31\, 2:54:51.0,J1909+1102\, radec Pulsars\, 19:09:48.69\, 11:02:03.4,J1910+0358\, radec Pulsars\, 19:10:09.06\, 3:58:28.0,J1910+1231\, radec Pulsars\, 19:10:13.53\, 12:31:40.2,J1913+0832\, radec Pulsars\, 19:13:00.50\, 8:32:05.1,J1913+1000\, radec Pulsars\, 19:13:03.59\, 10:00:02.4,J1913+1145\, radec Pulsars\, 19:13:43.88\, 11:45:33.1,J1913-0440\, radec Pulsars\, 19:13:54.17\, -4:40:47.7,J1914+0631\, radec Pulsars\, 19:14:17.24\, 6:31:56.3,J1915+0227\, radec Pulsars\, 19:15:02.12\, 2:27:47.8,J1915+0838\, radec Pulsars\, 19:15:13.87\, 8:38:59.7,J1916+0844\, radec Pulsars\, 19:16:19.08\, 8:44:07.0,J1916+1030\, radec Pulsars\, 19:16:11.72\, 10:30:53.4,J1917+0834\, radec Pulsars\, 19:17:48.85\, 8:34:54.6,J1918+1444\, radec Pulsars\, 19:18:23.64\, 14:45:06.0,J1919+0134\, radec Pulsars\, 19:19:43.62\, 1:34:56.5,J1921+1419\, radec Pulsars\, 19:21:24.16\, 14:19:17.1,J1922+1733\, radec Pulsars\, 19:22:53.22\, 17:33:23.5,J1926+1434\, radec Pulsars\, 19:26:57.22\, 14:34:55.3,J1926-0652\, radec Pulsars\, 19:26:37.11\, -6:52:43.0,J1927+1856\, radec Pulsars\, 19:27:24.97\, 18:56:36.8,J1929+1357\, radec Pulsars\, 19:29:10.62\, 13:57:35.9,J1931+1536\, radec Pulsars\, 19:31:55.71\, 15:36:57.5,J1935+1616\, radec Pulsars\, 19:35:47.83\, 16:16:40.0,J1943-1237\, radec Pulsars\, 19:43:25.48\, -12:37:42.4,J1946+1805\, radec Pulsars\, 19:46:53.04\, 18:05:41.2,J1956+0838\, radec Pulsars\, 19:56:52.26\, 8:38:16.8,J2006-0807\, radec Pulsars\, 20:06:16.37\, -8:07:02.2,J2046+1540\, radec Pulsars\, 20:46:39.34\, 15:40:33.6,J2124+1407\, radec Pulsars\, 21:24:46.57\, 14:07:19.3,J2215+1538\, radec Pulsars\, 22:15:39.65\, 15:38:34.9,J2048-1616\, radec Pulsars\, 20:48:35.64\, -16:16:44.6,J2136-1606\, radec Pulsars\, 21:36:00.22\, -16:06:13.0,J2253+1516\, radec Pulsars\, 22:53:14.53\, 15:16:37.8,J2248-0101\, radec Pulsars\, 22:48:26.89\, -1:01:48.1,J2346-0609\, radec Pulsars\, 23:46:50.50\, -6:09:59.9,J2330-2005\, radec Pulsars\, 23:30:26.89\, -20:05:29.6,J0034-0721\, radec Pulsars\, 0:34:08.87\, -7:21:53.4,J0108-1431\, radec Pulsars\, 1:08:08.35\, -14:31:50.2,J0151-0635\, radec Pulsars\, 1:51:22.72\, -6:35:03.0,J0152-1637\, radec Pulsars\, 1:52:10.85\, -16:37:53.6",SCI-20180516-MB-02,2021-03-11T05:00:56Z,1615438852,MeerTIME TPA: 19-03 LST  Sub2  (ptuse 3.4)  (epoch 12),18115.43,SPOOLED,,1024,"J1900-2600,J1941-2602,J1900-0051,J1901+0156,J1901+0716,J1901-0906,J1903+0135,J1904+0004,J1904+0800,J1904-1224,J1905+0616,J1905-0056,J1906+0641,J1907+0631,J1907+0740,J1908+0734,J1908+0916,J1909+0007,J1909+0254,J1909+1102,J1910+0358,J1910+1231,J1913+0832,J1913+1000,J1913+1145,J1913-0440,J1914+0631,J1915+0227,J1915+0838,J1916+0844,J1916+1030,J1917+0834,J1918+1444,J1919+0134,J1921+1419,J1922+1733,J1926+1434,J1926-0652,J1927+1856,J1929+1357,J1931+1536,J1935+1616,J1943-1237,J1946+1805,J1956+0838,J2006-0807,J2046+1540,J2124+1407,J2215+1538,J2048-1616,J2136-1606,J2253+1516,J2248-0101,J2346-0609,J2330-2005,J0034-0721,J0108-1431,J0151-0635,J0152-1637",8.56E8,1.712E9
"J1939-6342_S\, radec\, 19:39:25.03\, -63:52:45.5,J1939-6342_O | PKS 1934-63\, radec delaycal bpcal\, 19:39:25.03\, -63:42:45.7\, (200.0 12000.0 -11.11 7.777 -1.231),J1939-6342_N\, radec\, 19:39:25.03\, -63:32:45.9",SCI-20180516-MB-92,2021-03-11T04:50:56Z,1615438248,Sub1: Fluxcal J1939-6342,248.05,SPOOLED,,1024,"J1939-6342_S,J1939-6342_O,PKS 1934-63,J1939-6342_N",8.56E8,1.712E9
"J1939-6342_S\, radec\, 19:39:25.03\, -63:52:45.5,J1939-6342_O | PKS 1934-63\, radec delaycal bpcal\, 19:39:25.03\, -63:42:45.7\, (200.0 12000.0 -11.11 7.777 -1.231),J1939-6342_N\, radec\, 19:39:25.03\, -63:32:45.9",SCI-20180516-MB-92,2021-03-11T04:50:51Z,1615438247,Sub2: Fluxcal J1939-6342,256.05,SPOOLED,,1024,"J1939-6342_S,J1939-6342_O,PKS 1934-63,J1939-6342_N",8.56E8,1.712E9
"J1939-6342 | PKS1934-638 | PKS 1934-63\, radec bfcal single_accumulation\, 19:39:25.03\, -63:42:45.6\, (408.0 8640.0 -30.76 26.49 -7.098 0.6053)",SCI-20180516-MB-92,2021-03-11T04:41:44Z,1615437696,Sub2: Meertime phase up with flatten bandpass,384.07,SPOOLED,,1024,"J1939-6342,PKS1934-638,PKS 1934-63",8.56E8,1.712E9
"J1939-6342 | PKS1934-638 | PKS 1934-63\, radec bfcal single_accumulation\, 19:39:25.03\, -63:42:45.6\, (408.0 8640.0 -30.76 26.49 -7.098 0.6053)",SCI-20180516-MB-92,2021-03-11T04:40:50Z,1615437643,Sub1: Meertime phase up with flatten bandpass,384.07,SPOOLED,,1024,"J1939-6342,PKS1934-638,PKS 1934-63",8.56E8,1.712E9
"J0408-6545 | 0408-658\, radec fluxcal bpcal delaycal\, 4:08:20.38\, -65:45:09.1,J1239-1023 | 1237-101\, radec gaincal\, 12:39:43.06\, -10:23:28.7,J1254-10a\, radec target\, 12:54:23.75\, -10:32:13.9,J1130-1449 | 1127-145\, radec polcal\, 11:30:07.05\, -14:49:27.4",SCI-20180516-EB-01,2021-03-10T19:22:46Z,1615404074,MHONGOOSE J1254-10a rising 2,20081.86,SPOOLED,,32768,"J0408-6545,0408-658,J1239-1023,1237-101,J1254-10a,J1130-1449,1127-145",1.33649999983E9,1.44349999983E9
