ProposalId,StartTime,CaptureBlockId,Description,Duration,CAS.ProductTransferStatus,Public,NumFreqChannels,Targets,MinFreq,MaxFreq
SCI-20180516-PW-01,2020-03-21T01:21:20Z,1584753662,ThunderKAT XRB+CV 2020-03-21,3862.37,SPOOLED,true,4096,"J1939-6342,1934-638,J1733-1304,NRAO530,MAXIJ1820,J1744-5144,1740-517,GX_339-4,4U1630",8.56E8,1.712E9
SCI-20180516-MB-03,2020-03-20T20:18:03Z,1584735474,MeerTIME J0737-3039A copy,8611.34,SPOOLED,,1024,J0737-3039A,5.44E8,1.088E9
SCI-20180516-MB-03,2020-03-20T20:06:16Z,1584734768,MeerTIME J0737-3039A,472.18,SPOOLED,,1024,J0737-3039A,5.44E8,1.088E9
SCI-20180516-MB-99,2020-03-20T19:51:17Z,1584733874,Fluxcal J0408-6545,256.1,SPOOLED,,1024,"J0408-6545_S,J0408-6545_O,PKS 0408-65,J0408-6545_N",5.44E8,1.088E9
SCI-20180516-MB-99,2020-03-20T19:41:01Z,1584733257,Meertime 1K L-band phase up with flatten bandpass,416.16,SPOOLED,,1024,"J0408-6545,PKS 0408-65,PKS 0407-65",5.44E8,1.088E9
SCI-20180516-MB-04,2020-03-20T17:42:21Z,1584726072,MeerTIME Globular Cluster 47 Tuc,5450.11,SPOOLED,,1024,J0024-7204L,5.44E8,1.088E9
SCI-20180516-MB-99,2020-03-20T17:31:16Z,1584725475,Fluxcal J0408-6545,256.1,SPOOLED,,1024,"J0408-6545_S,J0408-6545_O,PKS 0408-65,J0408-6545_N",5.44E8,1.088E9
SCI-20180516-MB-99,2020-03-20T17:15:56Z,1584724553,Meertime 1K L-band phase up with flatten bandpass,408.16,SPOOLED,,1024,"J0408-6545,PKS 0408-65,PKS 0407-65",5.44E8,1.088E9
SCI-20180516-MB-02,2020-03-19T23:23:51Z,1584660163,"MeerTIME TPA 2020-03-17  (part1) ",16209.14,SPOOLED,,1024,"J1709-4429,J1634-5107,J1746-2849,J1811-4930,J1812+0226,J1815-1738,J1818-0151,J1821-0256,J1821-1432,J1824-0127,J1824-1350",8.56E8,1.712E9
SCI-20180516-MB-99,2020-03-19T23:16:14Z,1584659772,Fluxcal J1939-6342,295.87,SPOOLED,,1024,"J1939-6342_S,J1939-6342_O,PKS 1934-63,J1939-6342_N",8.56E8,1.712E9
